decision_id,date,asof,period_start,period_end,ticker,action,side,is_trade,previous_weight,target_weight,executed_weight,delta_weight,quantity,quantity_status,price,position_value_index,portfolio_value_index,cash_before_index,cash_after_index,cash_status,turnover_period,transaction_cost,transaction_cost_status,period_transaction_cost_return,net_trade_value_index,full_alpha_score,risk_score_proxy,rank,reason_signal
2.0,2014-02-28,2014-02-28,2014-02-28,2014-03-31,QCOM,HOLD,HOLD,False,0.0,0.0,0.0,0.0,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,75.29000091552734,0.0,105.47824025134386,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.5298261464950975,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,5.298261464950975e-05,0.0,0.6091666666666667,,7.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
2.0,2014-02-28,2014-02-28,2014-02-28,2014-03-31,TJX,ENTER,BUY,True,0.0,0.0018937391405896376,0.0018937391405896376,0.0018937391405896376,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,30.729999542236328,0.19974827204448725,105.47824025134386,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.5298261464950975,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,5.298261464950975e-05,0.19974827204448725,0.6770833333333334,,4.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
2.0,2014-02-28,2014-02-28,2014-02-28,2014-03-31,UNH,EXIT,SELL,True,0.00041030857917936735,0.0,0.0,-0.00041030857917936735,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,77.2699966430664,0.0,105.47824025134386,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.5298261464950975,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,5.298261464950975e-05,-0.04327862689186886,0.6375000000000001,,6.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
2.0,2014-02-28,2014-02-28,2014-02-28,2014-03-31,VZ,REDUCE,SELL,True,0.05469311631061371,0.033140960998968565,0.033140960998968565,-0.021552155311645144,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,47.58000183105469,3.4956502464096233,105.47824025134386,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.5298261464950975,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,5.298261464950975e-05,-2.273283415895983,0.716875,,3.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
3.0,2014-03-31,2014-03-31,2014-03-31,2014-04-30,DE,ENTER,BUY,True,0.0,0.2512063578860413,0.2512063578860413,0.2512063578860413,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,90.80000305175781,24.654525780868095,98.14451349218047,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.6142733305489119,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,6.14273330548912e-05,24.654525780868095,0.7566666666666665,0.2916666666666667,1.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
3.0,2014-03-31,2014-03-31,2014-03-31,2014-04-30,EOG,ENTER,BUY,True,0.0,0.052629032961860375,0.052629032961860375,0.052629032961860375,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,98.08499908447266,5.165250835605716,98.14451349218047,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.6142733305489119,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,6.14273330548912e-05,5.165250835605716,0.6145833333333334,0.4583333333333333,8.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
3.0,2014-03-31,2014-03-31,2014-03-31,2014-04-30,MRK,ENTER,BUY,True,0.0,0.08005402430284043,0.08005402430284043,0.08005402430284043,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,54.16984558105469,7.856863268293466,98.14451349218047,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.6142733305489119,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,6.14273330548912e-05,7.856863268293466,0.6791666666666667,0.375,4.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
3.0,2014-03-31,2014-03-31,2014-03-31,2014-04-30,NFLX,REDUCE,SELL,True,0.6181248721068532,0.15666850270322602,0.15666850270322602,-0.46145636940362716,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,5.0289998054504395,15.376153977356477,98.14451349218047,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.6142733305489119,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,6.14273330548912e-05,-45.2894108729869,0.6185416666666667,1.0,6.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
3.0,2014-03-31,2014-03-31,2014-03-31,2014-04-30,PBR,REDUCE,SELL,True,0.34684042775358875,0.22716442760727257,0.22716442760727257,-0.11967600014631619,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,13.149999618530273,22.294942230245415,98.14451349218047,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.6142733305489119,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,6.14273330548912e-05,-11.74554281105032,0.7358333333333333,0.875,2.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
3.0,2014-03-31,2014-03-31,2014-03-31,2014-04-30,QCOM,ENTER,BUY,True,0.0,0.06874963745853635,0.06874963745853635,0.06874963745853635,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,78.86000061035156,6.747399721131837,98.14451349218047,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.6142733305489119,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,6.14273330548912e-05,6.747399721131837,0.6175,0.3333333333333333,7.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
3.0,2014-03-31,2014-03-31,2014-03-31,2014-04-30,TJX,ADD,BUY,True,0.0018937391405896376,0.08975761307002998,0.08975761307002998,0.08786387392944034,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,30.325000762939453,8.809217266977472,98.14451349218047,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.6142733305489119,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,6.14273330548912e-05,8.6233571603432,0.6779166666666666,0.5416666666666666,5.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
3.0,2014-03-31,2014-03-31,2014-03-31,2014-04-30,UNH,ENTER,BUY,True,0.0,0.073770404010193,0.073770404010193,0.073770404010193,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,81.98999786376953,7.24016041170199,98.14451349218047,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.6142733305489119,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,6.14273330548912e-05,7.24016041170199,0.6833333333333335,0.625,3.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
,2014-03-31,2014-03-31,2014-03-31,2014-04-30,VZ,EXIT,SELL,True,0.033140960998968565,0.0,0.0,-0.033140960998968565,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,,0.0,98.14451349218047,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.6142733305489119,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,6.14273330548912e-05,-3.2526034939070967,,,,V10.4_CORE_TARGET_WEIGHT_TRANSITION
4.0,2014-04-30,2014-04-30,2014-04-30,2014-05-30,CAT,ENTER,BUY,True,0.0,0.04874567972639116,0.04874567972639116,0.04874567972639116,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,105.4000015258789,4.777751547578242,98.01384603508858,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.2009792083139164,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,2.009792083139164e-05,4.777751547578242,0.58625,0.3333333333333333,7.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
4.0,2014-04-30,2014-04-30,2014-04-30,2014-05-30,DE,REDUCE,SELL,True,0.2512063578860413,0.21021220324323514,0.21021220324323514,-0.040994154642806147,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,93.33999633789062,20.603706523379195,98.01384603508858,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.2009792083139164,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,2.009792083139164e-05,-4.017994761498613,0.6829166666666667,0.2916666666666667,5.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
4.0,2014-04-30,2014-04-30,2014-04-30,2014-05-30,EOG,ADD,BUY,True,0.052629032961860375,0.06223685821855929,0.06223685821855929,0.009607825256698913,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,98.0,6.1000738391415075,98.01384603508858,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.2009792083139164,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,2.009792083139164e-05,0.9416999054421226,0.7400000000000001,0.5833333333333334,3.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
4.0,2014-04-30,2014-04-30,2014-04-30,2014-05-30,MAR,ENTER,BUY,True,0.0,0.10517545139489116,0.10517545139489116,0.10517545139489116,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,57.93000030517578,10.308650499689804,98.01384603508858,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.2009792083139164,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,2.009792083139164e-05,10.308650499689804,0.7629166666666666,0.4166666666666667,2.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
4.0,2014-04-30,2014-04-30,2014-04-30,2014-05-30,MRK,HOLD,HOLD,False,0.08005402430284043,0.08005402429568859,0.08005402429568859,-7.151848557818141e-12,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,55.877864837646484,7.846402811806861,98.01384603508858,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.2009792083139164,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,2.009792083139164e-05,-7.009801834122576e-10,0.6958333333333333,0.375,4.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
4.0,2014-04-30,2014-04-30,2014-04-30,2014-05-30,NFLX,REDUCE,SELL,True,0.15666850270322602,0.15519070052285885,0.15519070052285885,-0.001477802180367166,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,4.600571155548096,15.210837427125028,98.01384603508858,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.2009792083139164,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,2.009792083139164e-05,-0.1448450753768256,0.6258333333333334,1.0,6.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
4.0,2014-04-30,2014-04-30,2014-04-30,2014-05-30,PBR,ADD,BUY,True,0.22716442760727257,0.2646146795432077,0.2646146795432077,0.03745025193593515,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,13.880000114440918,25.935902459372265,98.01384603508858,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.2009792083139164,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,2.009792083139164e-05,3.670643227224026,0.956875,0.875,1.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
,2014-04-30,2014-04-30,2014-04-30,2014-05-30,QCOM,EXIT,SELL,True,0.06874963745853635,0.0,0.0,-0.06874963745853635,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,,0.0,98.01384603508858,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.2009792083139164,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,2.009792083139164e-05,-6.73841638082914,,,,V10.4_CORE_TARGET_WEIGHT_TRANSITION
,2014-04-30,2014-04-30,2014-04-30,2014-05-30,TJX,EXIT,SELL,True,0.08975761307002998,0.0,0.0,-0.08975761307002998,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,,0.0,98.01384603508858,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.2009792083139164,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,2.009792083139164e-05,-8.797488867922972,,,,V10.4_CORE_TARGET_WEIGHT_TRANSITION
4.0,2014-04-30,2014-04-30,2014-04-30,2014-05-30,UNH,REDUCE,SELL,True,0.073770404010193,0.07377040305516804,0.07377040305516804,-9.550249618905937e-10,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,75.04000091552734,7.230520926995668,98.01384603508858,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.2009792083139164,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,2.009792083139164e-05,-9.360566957441099e-08,0.5829166666666666,0.625,8.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
,2014-05-30,2014-05-30,2014-05-30,2014-06-30,CAT,EXIT,SELL,True,0.04874567972639116,0.0,0.0,-0.04874567972639116,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,,0.0,103.8278945165405,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.3390119111011443,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,3.3901191110114434e-05,-5.0611612927688086,,,,V10.4_CORE_TARGET_WEIGHT_TRANSITION
5.0,2014-05-30,2014-05-30,2014-05-30,2014-06-30,CHTR,ENTER,BUY,True,0.0,0.08119908529301517,0.08119908529301517,0.08119908529301517,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,143.13999938964844,8.430730062642754,103.8278945165405,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.3390119111011443,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,3.3901191110114434e-05,8.430730062642754,0.5945833333333334,0.7916666666666666,7.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
,2014-05-30,2014-05-30,2014-05-30,2014-06-30,DE,EXIT,SELL,True,0.21021220324323514,0.0,0.0,-0.21021220324323514,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,,0.0,103.8278945165405,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.3390119111011443,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,3.3901191110114434e-05,-21.82589046442819,,,,V10.4_CORE_TARGET_WEIGHT_TRANSITION
5.0,2014-05-30,2014-05-30,2014-05-30,2014-06-30,EOG,ADD,BUY,True,0.06223685821855929,0.062237253166259034,0.062237253166259034,3.949476997458512e-07,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,105.80000305175781,6.461962956745569,103.8278945165405,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.3390119111011443,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,3.3901191110114434e-05,4.100658810876255e-05,0.6466666666666666,0.5,3.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
5.0,2014-05-30,2014-05-30,2014-05-30,2014-06-30,MAR,REDUCE,SELL,True,0.10517545139489116,0.10517545119970585,0.10517545119970585,-1.9518531235718228e-10,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,61.619998931884766,10.920145652892613,103.8278945165405,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.3390119111011443,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,3.3901191110114434e-05,-2.026568002259953e-08,0.6233333333333333,0.20833333333333334,5.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
,2014-05-30,2014-05-30,2014-05-30,2014-06-30,MRK,EXIT,SELL,True,0.08005402429568859,0.0,0.0,-0.08005402429568859,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,,0.0,103.8278945165405,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.3390119111011443,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,3.3901191110114434e-05,-8.311840790197325,,,,V10.4_CORE_TARGET_WEIGHT_TRANSITION
5.0,2014-05-30,2014-05-30,2014-05-30,2014-06-30,NFLX,REDUCE,SELL,True,0.15519070052285885,0.15519069688221473,0.15519069688221473,-3.6406441195069306e-09,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,5.968999862670898,16.113123305835,103.8278945165405,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.3390119111011443,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,3.3901191110114434e-05,-3.7800041361242905e-07,0.63625,1.0,4.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
5.0,2014-05-30,2014-05-30,2014-05-30,2014-06-30,PBR,ADD,BUY,True,0.2646146795432077,0.26461472307963896,0.26461472307963896,4.353643123788942e-08,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,14.100000381469727,27.47438955543633,103.8278945165405,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.3390119111011443,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,3.3901191110114434e-05,4.520295990194201e-06,0.83,0.8333333333333334,1.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
5.0,2014-05-30,2014-05-30,2014-05-30,2014-06-30,QCOM,ENTER,BUY,True,0.0,0.06956413471825047,0.06956413471825047,0.06956413471825047,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,80.44999694824219,7.222697641660923,103.8278945165405,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.3390119111011443,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,3.3901191110114434e-05,7.222697641660923,0.6029166666666667,0.20833333333333334,6.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
5.0,2014-05-30,2014-05-30,2014-05-30,2014-06-30,SBUX,ENTER,BUY,True,0.0,0.05683152485547876,0.05683152485547876,0.05683152485547876,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,36.619998931884766,5.900697567908798,103.8278945165405,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.3390119111011443,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,3.3901191110114434e-05,5.900697567908798,0.5829166666666666,0.5833333333333334,8.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
5.0,2014-05-30,2014-05-30,2014-05-30,2014-06-30,UNH,ADD,BUY,True,0.07377040305516804,0.20518713080543707,0.20518713080543707,0.13141672775026902,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,79.62999725341797,21.304147773418517,103.8278945165405,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.3390119111011443,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,3.3901191110114434e-05,13.644722146563852,0.7308333333333333,0.375,2.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
6.0,2014-06-30,2014-06-30,2014-06-30,2014-07-31,CHTR,ADD,BUY,True,0.08119908529301517,0.08119908549170765,0.08119908549170765,1.9869247913639754e-10,,NOT_DEFINED_IN_CONTINUOUS_RESEARCH_BACKTEST,158.3800048828125,8.817025355094735,108.58527902996101,0.0,0.0,CORE_CONTINUOUS_BACKTEST_FULLY_INVESTED,0.12989470589229546,,ONLY_PERIOD_TOTAL_COST_RETURN_IS_EXACT,1.2989470589229547e-05,2.1575078288180433e-08,0.6303105590062112,0.75,6.0,V10.4_CORE_TARGET_WEIGHT_TRANSITION
