decision_id,strategy,asof,period_start,period_end,ticker,weight,full_alpha_score,revenue_growth_score,sales_yield_score,trend_score,rank,alpha_percentile,risk_score_proxy,risk_score_status,price_at_rebalance,fwd_return_1m,gross_contribution_1m,net_portfolio_return_1m,period_cost_return,terminal_link_multiplier,linked_terminal_contribution_index
4,FINAL_OPTIMIZER,2014-04-30,2014-04-30,2014-05-30,UNH,0.07377040305516804,0.5829166666666666,0.72,0.96,0.06875,8.0,0.72,0.625,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,75.04000091552734,0.06116732785034995,0.004512338429327921,0.0593186444226514,2.009792083139164e-05,16.572300692726756,7.477982927816866
5,FINAL_OPTIMIZER,2014-05-30,2014-05-30,2014-06-30,CHTR,0.08119908529301517,0.5945833333333334,0.64,0.4,0.74375,7.0,0.76,0.7916666666666666,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,143.13999938964844,0.10646922983196672,0.008645204074207501,0.0458199074109379,3.3901191110114434e-05,15.84622799326284,13.699387480817686
5,FINAL_OPTIMIZER,2014-05-30,2014-05-30,2014-06-30,EOG,0.062237253166259034,0.6466666666666666,0.88,0.16,0.9,3.0,0.92,0.5,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,105.80000305175781,0.10453683591278495,0.0065060855219036765,0.0458199074109379,3.3901191110114434e-05,15.84622799326284,10.30969145237521
5,FINAL_OPTIMIZER,2014-05-30,2014-05-30,2014-06-30,MAR,0.10517545119970585,0.6233333333333333,0.6,0.72,0.55,5.0,0.84,0.20833333333333334,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,61.619998931884766,0.04024666642688102,0.004232961300731264,0.0458199074109379,3.3901191110114434e-05,15.84622799326284,6.707646985804604
5,FINAL_OPTIMIZER,2014-05-30,2014-05-30,2014-06-30,NFLX,0.15519069688221473,0.63625,0.84,1.0,0.06875,4.0,0.88,1.0,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,5.968999862670898,0.05449588189712329,0.008457253888825433,0.0458199074109379,3.3901191110114434e-05,15.84622799326284,13.401557331923659
5,FINAL_OPTIMIZER,2014-05-30,2014-05-30,2014-06-30,PBR,0.26461472307963896,0.83,0.96,0.88,0.65,1.0,1.0,0.8333333333333334,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,14.100000381469727,0.03758863252711109,0.00994650558710381,0.0458199074109379,3.3901191110114434e-05,15.84622799326284,15.761459526950963
5,FINAL_OPTIMIZER,2014-05-30,2014-05-30,2014-06-30,QCOM,0.06956413471825047,0.6029166666666667,0.92,0.12,0.76875,6.0,0.8,0.20833333333333334,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,80.44999694824219,-0.015537601583803573,-0.0010808598097742136,0.0458199074109379,3.3901191110114434e-05,15.84622799326284,-1.7127550974436891
5,FINAL_OPTIMIZER,2014-05-30,2014-05-30,2014-06-30,SBUX,0.05683152485547876,0.5829166666666666,0.8,0.48,0.46875,8.0,0.72,0.5833333333333334,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,36.619998931884766,0.056526481572938714,0.0032124861425052286,0.0458199074109379,3.3901191110114434e-05,15.84622799326284,5.090578783933531
5,FINAL_OPTIMIZER,2014-05-30,2014-05-30,2014-06-30,UNH,0.20518713080543707,0.7308333333333333,0.72,0.96,0.5125,2.0,0.96,0.375,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,79.62999725341797,0.026623167395513514,0.005462731330838279,0.0458199074109379,3.3901191110114434e-05,15.84622799326284,8.65636861344035
6,FINAL_OPTIMIZER,2014-06-30,2014-06-30,2014-07-31,CHTR,0.08119908549170765,0.6303105590062112,0.64,0.4,0.8509316770186336,6.0,0.8,0.75,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,158.3800048828125,-0.024371767213971385,-0.00197896520959126,0.0002857337257545,1.2989470589229547e-05,15.841701484875276,-3.135017609929838
6,FINAL_OPTIMIZER,2014-06-30,2014-06-30,2014-07-31,EOG,0.06223726001991882,0.6530848861283644,0.88,0.16,0.9192546583850931,5.0,0.84,0.4583333333333333,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,116.86000061035156,-0.0634947640783089,-0.003951740141845112,0.0002857337257545,1.2989470589229547e-05,15.841701484875276,-6.260228767290894
6,FINAL_OPTIMIZER,2014-06-30,2014-06-30,2014-07-31,MAR,0.10517545100510489,0.7339958592132505,0.6,0.72,0.8819875776397516,3.0,0.92,0.16666666666666666,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,64.0999984741211,0.009516390403625952,0.0010008906526420116,0.0002857337257545,1.2989470589229547e-05,15.841701484875276,1.5855810938156738
6,FINAL_OPTIMIZER,2014-06-30,2014-06-30,2014-07-31,MRK,0.026120824813853118,0.5550310559006212,1.0,0.28,0.38509316770186336,8.0,0.72,0.3333333333333333,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,55.200382232666016,-0.01918758706105106,-0.0005011956002222695,0.0002857337257545,1.2989470589229547e-05,15.841701484875276,-0.7939791084254082
6,FINAL_OPTIMIZER,2014-06-30,2014-06-30,2014-07-31,NFLX,0.2589645709083048,0.9425258799171843,0.84,1.0,0.9875776397515528,1.0,1.0,1.0,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,6.294285774230957,-0.040581060378903966,-0.010509056888026875,0.0002857337257545,1.2989470589229547e-05,15.841701484875276,-16.64813421076941
6,FINAL_OPTIMIZER,2014-06-30,2014-06-30,2014-07-31,PBR,0.20428418304414286,0.754120082815735,0.96,0.88,0.422360248447205,2.0,0.96,0.875,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,14.630000114440918,0.08954199970574939,0.018292014258027893,0.0002857337257545,1.2989470589229547e-05,15.841701484875276,28.97766294327602
6,FINAL_OPTIMIZER,2014-06-30,2014-06-30,2014-07-31,SBUX,0.05683152195515804,0.5706832298136646,0.8,0.44,0.4720496894409938,7.0,0.76,0.5416666666666666,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,38.689998626708984,0.003877010369686573,0.00022033639994521788,0.0002857337257545,1.2989470589229547e-05,15.841701484875276,0.3490503474184231
6,FINAL_OPTIMIZER,2014-06-30,2014-06-30,2014-07-31,UNH,0.20518710276180988,0.725631469979296,0.72,0.96,0.4968944099378882,4.0,0.88,0.375,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,81.75,-0.00856265380112764,-0.001756946125405779,0.0002857337257545,1.2989470589229547e-05,15.841701484875276,-2.783301604368659
7,FINAL_OPTIMIZER,2014-07-31,2014-07-31,2014-08-29,EOG,0.06223729304726788,0.6203292181069959,0.88,0.16,0.8209876543209876,6.0,0.8,0.625,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,109.44000244140625,0.004020420341705355,0.00025022007897991305,0.1100804939944612,1.3717346866678529e-05,14.270768264624888,0.35708327622784763
7,FINAL_OPTIMIZER,2014-07-31,2014-07-31,2014-08-29,MAR,0.1051755461877148,0.7404115226337448,0.6,0.72,0.9012345679012346,4.0,0.88,0.20833333333333334,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,64.70999908447266,0.07247724474982453,0.00762283380274348,0.1100804939944612,1.3717346866678529e-05,14.270768264624888,10.878369471870151
7,FINAL_OPTIMIZER,2014-07-31,2014-07-31,2014-08-29,NFLX,0.2291110164146702,0.8664197530864198,0.84,1.0,0.7592592592592593,2.0,0.96,0.9583333333333334,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,6.0388569831848145,0.12992063343540683,0.02976624837962384,0.1100804939944612,1.3717346866678529e-05,14.270768264624888,42.47872327328779
7,FINAL_OPTIMIZER,2014-07-31,2014-07-31,2014-08-29,PBR,0.23586458003385855,0.942551440329218,0.96,0.88,0.9876543209876543,1.0,1.0,0.875,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,15.9399995803833,0.227728996863225,0.053713204206676454,0.1100804939944612,1.3717346866678529e-05,14.270768264624888,76.65286899839543
7,FINAL_OPTIMIZER,2014-07-31,2014-07-31,2014-08-29,SBUX,0.0568315219564567,0.631440329218107,0.8,0.44,0.654320987654321,5.0,0.84,0.5416666666666666,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,38.84000015258789,0.001673497076561059,9.510738585064593e-05,0.1100804939944612,1.3717346866678529e-05,14.270768264624888,0.1357255463728832
7,FINAL_OPTIMIZER,2014-07-31,2014-07-31,2014-08-29,TJX,0.046972814041480314,0.5787654320987654,0.52,0.92,0.2962962962962963,8.0,0.72,0.7083333333333334,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,26.645000457763672,0.11859635177793226,0.005570804378062795,0.1100804939944612,1.3717346866678529e-05,14.270768264624888,7.949965832689192
7,FINAL_OPTIMIZER,2014-07-31,2014-07-31,2014-08-29,UNH,0.20518709889421993,0.7595884773662552,0.72,0.96,0.5987654320987654,3.0,0.92,0.3333333333333333,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,81.05000305175781,0.06946325775981399,0.014252964339477644,0.1100804939944612,1.3717346866678529e-05,14.270768264624888,20.340075117264778
7,FINAL_OPTIMIZER,2014-07-31,2014-07-31,2014-08-29,VZ,0.05862012942433159,0.5791769547325103,0.44,0.6,0.6975308641975309,7.0,0.76,0.25,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,50.41999816894531,-0.01190000983559425,-0.0006975801167133538,0.1100804939944612,1.3717346866678529e-05,14.270768264624888,-0.9955004191626253
8,FINAL_OPTIMIZER,2014-08-29,2014-08-29,2014-09-30,CHTR,0.050062570156467284,0.6248230297310052,0.6538461538461539,0.4230769230769231,0.7975460122699386,6.0,0.8076923076923077,0.4166666666666667,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,156.8699951171875,-0.03506087952569448,-0.0017552377410025271,-0.0900764842224952,5.862032059525922e-06,15.683481102728626,-2.7528237941809217
8,FINAL_OPTIMIZER,2014-08-29,2014-08-29,2014-09-30,EOG,0.06223730052869826,0.6391379581563631,0.8846153846153846,0.19230769230769232,0.8404907975460123,5.0,0.8461538461538461,0.6666666666666666,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,109.87999725341797,-0.09883510085375202,-0.006151229874619166,-0.0900764842224952,5.862032059525922e-06,15.683481102728626,-9.647269749712947
8,FINAL_OPTIMIZER,2014-08-29,2014-08-29,2014-09-30,MAR,0.10517554550735146,0.6225420795972944,0.6153846153846154,0.7307692307692307,0.5214723926380368,7.0,0.7692307692307693,0.125,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,69.4000015258789,0.007204610792602928,0.0007577488702801647,-0.0900764842224952,5.862032059525922e-06,15.683481102728626,1.1884140087652928
8,FINAL_OPTIMIZER,2014-08-29,2014-08-29,2014-09-30,NFLX,0.22911084763699385,0.8341985213150857,0.8461538461538461,1.0,0.656441717791411,2.0,0.9615384615384616,0.9583333333333334,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,6.823429107666016,-0.05539740406692828,-0.012692146202662988,-0.0900764842224952,5.862032059525922e-06,15.683481102728626,-19.905703512253385
8,FINAL_OPTIMIZER,2014-08-29,2014-08-29,2014-09-30,PBR,0.24129047305519616,0.9189869435268209,0.9615384615384616,0.8076923076923077,0.9877300613496932,1.0,1.0,0.875,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,19.56999969482422,-0.2749105875491554,-0.06633330571761763,-0.0900764842224952,5.862032059525922e-06,15.683481102728626,-104.03371467037768
8,FINAL_OPTIMIZER,2014-08-29,2014-08-29,2014-09-30,SBUX,0.05996331991272516,0.685386188453673,0.8076923076923077,0.5,0.7484662576687117,3.0,0.9230769230769231,0.3333333333333333,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,38.904998779296875,-0.030201754888264376,-0.0018109974902907077,-0.0900764842224952,5.862032059525922e-06,15.683481102728626,-2.8402744916063285
8,FINAL_OPTIMIZER,2014-08-29,2014-08-29,2014-09-30,TJX,0.04697286602123588,0.6732735567091396,0.5384615384615384,0.9230769230769231,0.558282208588957,4.0,0.8846153846153846,0.75,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,29.80500030517578,-0.0073813527411681346,-0.00034672329336637303,-0.0900764842224952,5.862032059525922e-06,15.683481102728626,-0.5437828219387345
8,FINAL_OPTIMIZER,2014-08-29,2014-08-29,2014-09-30,UNH,0.20518707718133206,0.5988673902784333,0.7307692307692307,0.9615384615384616,0.10429447852760736,8.0,0.7307692307692307,0.375,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,86.68000030517578,-0.004960778768595686,-0.0010178876960713565,-0.0900764842224952,5.862032059525922e-06,15.683481102728626,-1.5964022446035098
9,FINAL_OPTIMIZER,2014-09-30,2014-09-30,2014-10-31,C,0.06194480915547875,0.6253736039012113,0.6923076923076923,0.4230769230769231,0.7607361963190185,6.0,0.8076923076923077,0.4166666666666667,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,51.81999969482422,0.03299882467277304,0.0020441058967100296,0.0048580566086552,2.7911728355347817e-05,15.607658215588755,3.190370619231971
9,FINAL_OPTIMIZER,2014-09-30,2014-09-30,2014-10-31,DE,0.13649309129052178,0.5606418121755545,0.5,0.8076923076923077,0.37423312883435583,8.0,0.7307692307692307,0.2916666666666667,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,81.98999786376953,0.04329800151545693,0.005909878073546413,0.0048580566086552,2.7911728355347817e-05,15.607658215588755,9.223935706771451
9,FINAL_OPTIMIZER,2014-09-30,2014-09-30,2014-10-31,MAR,0.13827473795923456,0.7063866603743905,0.6153846153846154,0.7307692307692307,0.7730061349693251,3.0,0.9230769230769231,0.20833333333333334,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,69.9000015258789,0.08369096346808047,0.0115723460431047,0.0048580566086552,2.7911728355347817e-05,15.607658215588755,18.06172217932991
9,FINAL_OPTIMIZER,2014-09-30,2014-09-30,2014-10-31,NFLX,0.20942997872673852,0.7339940223375807,0.8461538461538461,1.0,0.3558282208588957,2.0,0.9615384615384616,0.8333333333333334,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,6.445428848266602,-0.12946055365359466,-0.02711292099762412,0.0048580566086552,2.7911728355347817e-05,15.607658215588755,-42.316920415717696
9,FINAL_OPTIMIZER,2014-09-30,2014-09-30,2014-10-31,PBR,0.0941539290971388,0.673194903256253,0.9615384615384616,0.9230769230769231,0.13496932515337423,5.0,0.8461538461538461,1.0,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,14.1899995803833,-0.1754756761628392,-0.01652172437170845,0.0048580566086552,2.7911728355347817e-05,15.607658215588755,-25.786542712578836
9,FINAL_OPTIMIZER,2014-09-30,2014-09-30,2014-10-31,SBUX,0.05996340472835624,0.5816422840962718,0.8076923076923077,0.5384615384615384,0.3987730061349693,7.0,0.7692307692307693,0.4166666666666667,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,37.72999954223633,0.001325185201886292,7.94626166007362e-05,0.0048580566086552,2.7911728355347817e-05,15.607658215588755,0.12402253608206598
9,FINAL_OPTIMIZER,2014-09-30,2014-09-30,2014-10-31,TJX,0.04697286602868397,0.6762623879188295,0.5384615384615384,0.8461538461538461,0.6441717791411042,4.0,0.8846153846153846,0.7916666666666666,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,29.584999084472656,0.07013692165461283,0.0032945322245464316,0.0048580566086552,2.7911728355347817e-05,15.607658215588755,5.141993294096401
9,FINAL_OPTIMIZER,2014-09-30,2014-09-30,2014-10-31,UNH,0.2527671830138473,0.7624665722825231,0.7307692307692307,0.9615384615384616,0.5950920245398773,1.0,1.0,0.5416666666666666,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,86.25,0.10156524215919394,0.025672360152698696,0.0048580566086552,2.7911728355347817e-05,15.607658215588755,40.06854228508212
