decision_id,strategy,asof,period_start,period_end,ticker,weight,full_alpha_score,revenue_growth_score,sales_yield_score,trend_score,rank,alpha_percentile,risk_score_proxy,risk_score_status,price_at_rebalance,fwd_return_1m
4,FINAL_OPTIMIZER,2014-04-30,2014-04-30,2014-05-30,CAT,0.04874567972639116,0.58625,0.08,0.76,0.91875,7.0,0.76,0.3333333333333333,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,105.4000015258789,-0.030075883520428448
4,FINAL_OPTIMIZER,2014-04-30,2014-04-30,2014-05-30,DE,0.21021220324323514,0.6829166666666667,0.48,0.8,0.76875,5.0,0.84,0.2916666666666667,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,93.33999633789062,-0.02324832069941296
4,FINAL_OPTIMIZER,2014-04-30,2014-04-30,2014-05-30,EOG,0.06223685821855929,0.7400000000000001,0.88,0.44,0.9,3.0,0.92,0.5833333333333334,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,98.0,0.07959186787507977
4,FINAL_OPTIMIZER,2014-04-30,2014-04-30,2014-05-30,MAR,0.10517545139489116,0.7629166666666666,0.6,0.72,0.96875,2.0,0.96,0.4166666666666667,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,57.93000030517578,0.06369754198636346
4,FINAL_OPTIMIZER,2014-04-30,2014-04-30,2014-05-30,MRK,0.08005402429568859,0.6958333333333333,1.0,0.2,0.8875,4.0,0.88,0.375,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,55.877864837646484,-0.011953607194187699
4,FINAL_OPTIMIZER,2014-04-30,2014-04-30,2014-05-30,NFLX,0.15519070052285885,0.6258333333333334,0.84,1.0,0.0375,6.0,0.8,1.0,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,4.600571155548096,0.2974475691942151
4,FINAL_OPTIMIZER,2014-04-30,2014-04-30,2014-05-30,PBR,0.2646146795432077,0.956875,0.96,0.92,0.990625,1.0,1.0,0.875,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,13.880000114440918,0.01585016319992083
4,FINAL_OPTIMIZER,2014-04-30,2014-04-30,2014-05-30,UNH,0.07377040305516804,0.5829166666666666,0.72,0.96,0.06875,8.0,0.72,0.625,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,75.04000091552734,0.06116732785034995
5,FINAL_OPTIMIZER,2014-05-30,2014-05-30,2014-06-30,CHTR,0.08119908529301517,0.5945833333333334,0.64,0.4,0.74375,7.0,0.76,0.7916666666666666,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,143.13999938964844,0.10646922983196672
5,FINAL_OPTIMIZER,2014-05-30,2014-05-30,2014-06-30,EOG,0.062237253166259034,0.6466666666666666,0.88,0.16,0.9,3.0,0.92,0.5,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,105.80000305175781,0.10453683591278495
5,FINAL_OPTIMIZER,2014-05-30,2014-05-30,2014-06-30,MAR,0.10517545119970585,0.6233333333333333,0.6,0.72,0.55,5.0,0.84,0.20833333333333334,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,61.619998931884766,0.04024666642688102
5,FINAL_OPTIMIZER,2014-05-30,2014-05-30,2014-06-30,NFLX,0.15519069688221473,0.63625,0.84,1.0,0.06875,4.0,0.88,1.0,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,5.968999862670898,0.05449588189712329
5,FINAL_OPTIMIZER,2014-05-30,2014-05-30,2014-06-30,PBR,0.26461472307963896,0.83,0.96,0.88,0.65,1.0,1.0,0.8333333333333334,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,14.100000381469727,0.03758863252711109
5,FINAL_OPTIMIZER,2014-05-30,2014-05-30,2014-06-30,QCOM,0.06956413471825047,0.6029166666666667,0.92,0.12,0.76875,6.0,0.8,0.20833333333333334,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,80.44999694824219,-0.015537601583803573
5,FINAL_OPTIMIZER,2014-05-30,2014-05-30,2014-06-30,SBUX,0.05683152485547876,0.5829166666666666,0.8,0.48,0.46875,8.0,0.72,0.5833333333333334,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,36.619998931884766,0.056526481572938714
5,FINAL_OPTIMIZER,2014-05-30,2014-05-30,2014-06-30,UNH,0.20518713080543707,0.7308333333333333,0.72,0.96,0.5125,2.0,0.96,0.375,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,79.62999725341797,0.026623167395513514
6,FINAL_OPTIMIZER,2014-06-30,2014-06-30,2014-07-31,CHTR,0.08119908549170765,0.6303105590062112,0.64,0.4,0.8509316770186336,6.0,0.8,0.75,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,158.3800048828125,-0.024371767213971385
6,FINAL_OPTIMIZER,2014-06-30,2014-06-30,2014-07-31,EOG,0.06223726001991882,0.6530848861283644,0.88,0.16,0.9192546583850931,5.0,0.84,0.4583333333333333,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,116.86000061035156,-0.0634947640783089
6,FINAL_OPTIMIZER,2014-06-30,2014-06-30,2014-07-31,MAR,0.10517545100510489,0.7339958592132505,0.6,0.72,0.8819875776397516,3.0,0.92,0.16666666666666666,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,64.0999984741211,0.009516390403625952
6,FINAL_OPTIMIZER,2014-06-30,2014-06-30,2014-07-31,MRK,0.026120824813853118,0.5550310559006212,1.0,0.28,0.38509316770186336,8.0,0.72,0.3333333333333333,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,55.200382232666016,-0.01918758706105106
6,FINAL_OPTIMIZER,2014-06-30,2014-06-30,2014-07-31,NFLX,0.2589645709083048,0.9425258799171843,0.84,1.0,0.9875776397515528,1.0,1.0,1.0,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,6.294285774230957,-0.040581060378903966
6,FINAL_OPTIMIZER,2014-06-30,2014-06-30,2014-07-31,PBR,0.20428418304414286,0.754120082815735,0.96,0.88,0.422360248447205,2.0,0.96,0.875,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,14.630000114440918,0.08954199970574939
6,FINAL_OPTIMIZER,2014-06-30,2014-06-30,2014-07-31,SBUX,0.05683152195515804,0.5706832298136646,0.8,0.44,0.4720496894409938,7.0,0.76,0.5416666666666666,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,38.689998626708984,0.003877010369686573
6,FINAL_OPTIMIZER,2014-06-30,2014-06-30,2014-07-31,UNH,0.20518710276180988,0.725631469979296,0.72,0.96,0.4968944099378882,4.0,0.88,0.375,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,81.75,-0.00856265380112764
7,FINAL_OPTIMIZER,2014-07-31,2014-07-31,2014-08-29,EOG,0.06223729304726788,0.6203292181069959,0.88,0.16,0.8209876543209876,6.0,0.8,0.625,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,109.44000244140625,0.004020420341705355
7,FINAL_OPTIMIZER,2014-07-31,2014-07-31,2014-08-29,MAR,0.1051755461877148,0.7404115226337448,0.6,0.72,0.9012345679012346,4.0,0.88,0.20833333333333334,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,64.70999908447266,0.07247724474982453
7,FINAL_OPTIMIZER,2014-07-31,2014-07-31,2014-08-29,NFLX,0.2291110164146702,0.8664197530864198,0.84,1.0,0.7592592592592593,2.0,0.96,0.9583333333333334,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,6.0388569831848145,0.12992063343540683
7,FINAL_OPTIMIZER,2014-07-31,2014-07-31,2014-08-29,PBR,0.23586458003385855,0.942551440329218,0.96,0.88,0.9876543209876543,1.0,1.0,0.875,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,15.9399995803833,0.227728996863225
7,FINAL_OPTIMIZER,2014-07-31,2014-07-31,2014-08-29,SBUX,0.0568315219564567,0.631440329218107,0.8,0.44,0.654320987654321,5.0,0.84,0.5416666666666666,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,38.84000015258789,0.001673497076561059
7,FINAL_OPTIMIZER,2014-07-31,2014-07-31,2014-08-29,TJX,0.046972814041480314,0.5787654320987654,0.52,0.92,0.2962962962962963,8.0,0.72,0.7083333333333334,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,26.645000457763672,0.11859635177793226
7,FINAL_OPTIMIZER,2014-07-31,2014-07-31,2014-08-29,UNH,0.20518709889421993,0.7595884773662552,0.72,0.96,0.5987654320987654,3.0,0.92,0.3333333333333333,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,81.05000305175781,0.06946325775981399
7,FINAL_OPTIMIZER,2014-07-31,2014-07-31,2014-08-29,VZ,0.05862012942433159,0.5791769547325103,0.44,0.6,0.6975308641975309,7.0,0.76,0.25,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,50.41999816894531,-0.01190000983559425
8,FINAL_OPTIMIZER,2014-08-29,2014-08-29,2014-09-30,CHTR,0.050062570156467284,0.6248230297310052,0.6538461538461539,0.4230769230769231,0.7975460122699386,6.0,0.8076923076923077,0.4166666666666667,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,156.8699951171875,-0.03506087952569448
8,FINAL_OPTIMIZER,2014-08-29,2014-08-29,2014-09-30,EOG,0.06223730052869826,0.6391379581563631,0.8846153846153846,0.19230769230769232,0.8404907975460123,5.0,0.8461538461538461,0.6666666666666666,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,109.87999725341797,-0.09883510085375202
8,FINAL_OPTIMIZER,2014-08-29,2014-08-29,2014-09-30,MAR,0.10517554550735146,0.6225420795972944,0.6153846153846154,0.7307692307692307,0.5214723926380368,7.0,0.7692307692307693,0.125,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,69.4000015258789,0.007204610792602928
8,FINAL_OPTIMIZER,2014-08-29,2014-08-29,2014-09-30,NFLX,0.22911084763699385,0.8341985213150857,0.8461538461538461,1.0,0.656441717791411,2.0,0.9615384615384616,0.9583333333333334,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,6.823429107666016,-0.05539740406692828
8,FINAL_OPTIMIZER,2014-08-29,2014-08-29,2014-09-30,PBR,0.24129047305519616,0.9189869435268209,0.9615384615384616,0.8076923076923077,0.9877300613496932,1.0,1.0,0.875,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,19.56999969482422,-0.2749105875491554
8,FINAL_OPTIMIZER,2014-08-29,2014-08-29,2014-09-30,SBUX,0.05996331991272516,0.685386188453673,0.8076923076923077,0.5,0.7484662576687117,3.0,0.9230769230769231,0.3333333333333333,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,38.904998779296875,-0.030201754888264376
8,FINAL_OPTIMIZER,2014-08-29,2014-08-29,2014-09-30,TJX,0.04697286602123588,0.6732735567091396,0.5384615384615384,0.9230769230769231,0.558282208588957,4.0,0.8846153846153846,0.75,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,29.80500030517578,-0.0073813527411681346
8,FINAL_OPTIMIZER,2014-08-29,2014-08-29,2014-09-30,UNH,0.20518707718133206,0.5988673902784333,0.7307692307692307,0.9615384615384616,0.10429447852760736,8.0,0.7307692307692307,0.375,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,86.68000030517578,-0.004960778768595686
9,FINAL_OPTIMIZER,2014-09-30,2014-09-30,2014-10-31,C,0.06194480915547875,0.6253736039012113,0.6923076923076923,0.4230769230769231,0.7607361963190185,6.0,0.8076923076923077,0.4166666666666667,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,51.81999969482422,0.03299882467277304
9,FINAL_OPTIMIZER,2014-09-30,2014-09-30,2014-10-31,DE,0.13649309129052178,0.5606418121755545,0.5,0.8076923076923077,0.37423312883435583,8.0,0.7307692307692307,0.2916666666666667,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,81.98999786376953,0.04329800151545693
9,FINAL_OPTIMIZER,2014-09-30,2014-09-30,2014-10-31,MAR,0.13827473795923456,0.7063866603743905,0.6153846153846154,0.7307692307692307,0.7730061349693251,3.0,0.9230769230769231,0.20833333333333334,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,69.9000015258789,0.08369096346808047
9,FINAL_OPTIMIZER,2014-09-30,2014-09-30,2014-10-31,NFLX,0.20942997872673852,0.7339940223375807,0.8461538461538461,1.0,0.3558282208588957,2.0,0.9615384615384616,0.8333333333333334,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,6.445428848266602,-0.12946055365359466
9,FINAL_OPTIMIZER,2014-09-30,2014-09-30,2014-10-31,PBR,0.0941539290971388,0.673194903256253,0.9615384615384616,0.9230769230769231,0.13496932515337423,5.0,0.8461538461538461,1.0,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,14.1899995803833,-0.1754756761628392
9,FINAL_OPTIMIZER,2014-09-30,2014-09-30,2014-10-31,SBUX,0.05996340472835624,0.5816422840962718,0.8076923076923077,0.5384615384615384,0.3987730061349693,7.0,0.7692307692307693,0.4166666666666667,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,37.72999954223633,0.001325185201886292
9,FINAL_OPTIMIZER,2014-09-30,2014-09-30,2014-10-31,TJX,0.04697286602868397,0.6762623879188295,0.5384615384615384,0.8461538461538461,0.6441717791411042,4.0,0.8846153846153846,0.7916666666666666,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,29.584999084472656,0.07013692165461283
9,FINAL_OPTIMIZER,2014-09-30,2014-09-30,2014-10-31,UNH,0.2527671830138473,0.7624665722825231,0.7307692307692307,0.9615384615384616,0.5950920245398773,1.0,1.0,0.5416666666666666,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,86.25,0.10156524215919394
10,FINAL_OPTIMIZER,2014-10-31,2014-10-31,2014-11-28,BAC,0.06358864995496379,0.6536898061288304,0.5769230769230769,0.5,0.8841463414634146,4.0,0.8846153846153846,0.5416666666666666,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,17.15999984741211,-0.006992944810711221
10,FINAL_OPTIMIZER,2014-10-31,2014-10-31,2014-11-28,C,0.06638676679240677,0.6217948717948718,0.6923076923076923,0.4230769230769231,0.75,8.0,0.7307692307692307,0.20833333333333334,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,53.529998779296875,0.008219735689148244
10,FINAL_OPTIMIZER,2014-10-31,2014-10-31,2014-11-28,MAR,0.13827473795532075,0.6425891181988743,0.6153846153846154,0.6538461538461539,0.6585365853658537,6.0,0.8076923076923077,0.4166666666666667,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,75.75,0.040132025287489714
10,FINAL_OPTIMIZER,2014-10-31,2014-10-31,2014-11-28,MRK,0.06965919407575347,0.6344590368980613,1.0,0.2692307692307692,0.6341463414634146,7.0,0.7692307692307693,0.4583333333333333,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,55.286258697509766,0.042457714472563524
10,FINAL_OPTIMIZER,2014-10-31,2014-10-31,2014-11-28,NFLX,0.13272613671370237,0.6844903064415261,0.8461538461538461,1.0,0.2073170731707317,3.0,0.9230769230769231,0.875,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,5.611000061035156,-0.11757515857745993
10,FINAL_OPTIMIZER,2014-10-31,2014-10-31,2014-11-28,PBR,0.06753256983793203,0.6471232020012508,0.9615384615384616,0.9615384615384616,0.018292682926829267,5.0,0.8461538461538461,1.0,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,11.699999809265137,-0.16923073286448964
10,FINAL_OPTIMIZER,2014-10-31,2014-10-31,2014-11-28,TJX,0.20068840468755822,0.7501563477173233,0.5384615384615384,0.8461538461538461,0.8658536585365854,2.0,0.9615384615384616,0.7083333333333334,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,31.65999984741211,0.04485161056495235
10,FINAL_OPTIMIZER,2014-10-31,2014-10-31,2014-11-28,UNH,0.26114353998236267,0.8128517823639775,0.7307692307692307,0.8846153846153846,0.823170731707317,1.0,1.0,0.2916666666666667,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,95.01000213623047,0.03810120025044261
11,FINAL_OPTIMIZER,2014-11-28,2014-11-28,2014-12-31,C,0.06638679458166613,0.6575984990619137,0.7307692307692307,0.46153846153846156,0.7804878048780488,4.0,0.8846153846153846,0.2916666666666667,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,53.970001220703125,0.0025940223546767616
11,FINAL_OPTIMIZER,2014-11-28,2014-11-28,2014-12-31,CHTR,0.040765466654277674,0.6035021888680425,0.6923076923076923,0.4230769230769231,0.6951219512195121,7.0,0.7692307692307693,0.7083333333333334,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,169.6999969482422,-0.018149687014986093
11,FINAL_OPTIMIZER,2014-11-28,2014-11-28,2014-12-31,MAR,0.1666627658120171,0.7157598499061913,0.6538461538461539,0.6153846153846154,0.8780487804878049,3.0,0.9230769230769231,0.5,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,78.79000091552734,-0.009645921149884051
11,FINAL_OPTIMIZER,2014-11-28,2014-11-28,2014-12-31,MRK,0.0696591941095297,0.5850531582238899,1.0,0.23076923076923078,0.524390243902439,8.0,0.7307692307692307,0.4166666666666667,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,57.63358688354492,-0.05976821083564732
11,FINAL_OPTIMIZER,2014-11-28,2014-11-28,2014-12-31,NFLX,0.13272611736704013,0.634302689180738,0.8846153846153846,1.0,0.018292682926829267,6.0,0.8076923076923077,0.875,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,4.9512858390808105,-0.014368524824581508
11,FINAL_OPTIMIZER,2014-11-28,2014-11-28,2014-12-31,PBR,0.061210692022295815,0.6471232020012508,0.9615384615384616,0.9615384615384616,0.018292682926829267,5.0,0.8461538461538461,1.0,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,9.720000267028809,-0.24897119442504767
11,FINAL_OPTIMIZER,2014-11-28,2014-11-28,2014-12-31,TJX,0.20143947694576583,0.7373358348968105,0.5384615384615384,0.8076923076923077,0.8658536585365854,2.0,0.9615384615384616,0.3333333333333333,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,33.08000183105469,0.03657796304402683
11,FINAL_OPTIMIZER,2014-11-28,2014-11-28,2014-12-31,UNH,0.26114949250740765,0.7972170106316447,0.7692307692307693,0.8846153846153846,0.7378048780487805,1.0,1.0,0.375,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,98.62999725341797,0.02494169272003499
12,FINAL_OPTIMIZER,2014-12-31,2014-12-31,2015-01-30,BAC,0.0504396070004988,0.5852095059412132,0.6153846153846154,0.5,0.6402439024390244,8.0,0.7307692307692307,0.5,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,17.889999389648438,-0.15315818136380654
12,FINAL_OPTIMIZER,2014-12-31,2014-12-31,2015-01-30,CHTR,0.050571745155575734,0.607567229518449,0.6923076923076923,0.4230769230769231,0.7073170731707317,7.0,0.7692307692307693,0.7083333333333334,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,166.6199951171875,-0.09302605001937803
12,FINAL_OPTIMIZER,2014-12-31,2014-12-31,2015-01-30,MAR,0.16666276563389804,0.7299874921826142,0.6538461538461539,0.6153846153846154,0.9207317073170732,2.0,0.9615384615384616,0.4166666666666667,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,78.02999877929688,-0.04523899570063128
12,FINAL_OPTIMIZER,2014-12-31,2014-12-31,2015-01-30,NFLX,0.13018141124867152,0.6546278924327705,0.8846153846153846,1.0,0.07926829268292683,4.0,0.8846153846153846,0.875,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,4.880143165588379,0.29328767816624746
12,FINAL_OPTIMIZER,2014-12-31,2014-12-31,2015-01-30,PBR,0.03678667116127813,0.6471232020012508,0.9615384615384616,0.9615384615384616,0.018292682926829267,5.0,0.8461538461538461,1.0,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,7.300000190734863,-0.1767123189243599
12,FINAL_OPTIMIZER,2014-12-31,2014-12-31,2015-01-30,SBUX,0.09560524862780286,0.6282051282051282,0.8461538461538461,0.5384615384615384,0.5,6.0,0.8076923076923077,0.3333333333333333,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,41.025001525878906,0.0667884890154391
