cadence,signal_date,status,n_holdings,turnover_target_to_target,eligible_full_alpha,candidate_count,top_weight
MONTHLY,2019-01-31,OK,7,0.21204706955068475,33,8,0.23825881999902535
MONTHLY,2019-02-28,OK,13,0.3791523570437362,80,16,0.23141231586547853
MONTHLY,2019-03-29,OK,11,0.2095674716993275,88,18,0.21546873906310246
MONTHLY,2019-04-30,OK,13,0.11457655836817653,91,19,0.21617848143736001
MONTHLY,2019-05-31,OK,11,0.20338756657609697,92,19,0.2104725239254024
MONTHLY,2019-06-28,OK,14,0.16259844639963916,95,19,0.2104677429751571
MONTHLY,2019-07-31,OK,15,0.28618144733309353,97,20,0.19284116279418229
MONTHLY,2019-08-30,OK,15,0.06661237063909292,100,20,0.19086303409946198
MONTHLY,2019-09-30,OK,13,0.18760287625577102,102,21,0.19086302927072815
MONTHLY,2019-10-31,OK,11,0.19317112559106042,104,21,0.20262896956334925
MONTHLY,2019-11-29,OK,14,0.4088516514041362,107,22,0.20612528719268994
MONTHLY,2019-12-31,OK,16,0.12036514605803304,109,22,0.206126040312345
MONTHLY,2020-01-31,OK,12,0.24515151038279479,110,22,0.20612602828699733
MONTHLY,2020-02-28,OK,14,0.3070146054013694,127,26,0.20499873257101542
MONTHLY,2020-03-31,OK,14,0.1310213260281232,128,26,0.2164768232564511
MONTHLY,2020-04-30,OK,14,0.007881957309697991,128,26,0.2164768547035864
MONTHLY,2020-05-29,OK,13,0.006997916341821377,129,26,0.21647682817741887
MONTHLY,2020-06-30,OK,12,0.02345124097491074,130,26,0.2164768248421087
MONTHLY,2020-07-31,OK,12,7.671280950792905e-08,130,26,0.21647685506544423
MONTHLY,2020-08-31,OK,12,0.172239989206582,130,26,0.21647684670782594
MONTHLY,2020-09-30,OK,13,0.13171269199950925,131,27,0.21647683578076166
MONTHLY,2020-10-30,OK,17,0.12446943009962555,131,27,0.21843076771681688
MONTHLY,2020-11-30,OK,14,0.12582001474814902,131,27,0.199939557038639
MONTHLY,2020-12-31,OK,12,0.1092811242829259,132,27,0.1788412918336933
MONTHLY,2021-01-29,OK,11,0.027540177241927852,132,27,0.17884128295812476
MONTHLY,2021-02-26,OK,10,0.14451469777879453,132,27,0.20704494792857334
MONTHLY,2021-03-31,OK,13,0.1504089031855565,132,27,0.21076020098583007
MONTHLY,2021-04-30,OK,17,0.5125142836656246,132,27,0.16291293382922828
MONTHLY,2021-05-28,OK,14,0.05092580032147745,132,27,0.16291293232325005
MONTHLY,2021-06-30,OK,12,0.02093910683901943,132,27,0.16291291657694656
MONTHLY,2021-07-30,OK,12,0.091880133031182,132,27,0.1629129160776914
MONTHLY,2021-08-31,OK,12,0.12800307272230596,132,27,0.16133405934039652
MONTHLY,2021-09-30,OK,13,0.12195904795102398,133,27,0.14627414940688335
MONTHLY,2021-10-29,OK,13,0.09356623843478484,133,27,0.1462741389008806
MONTHLY,2021-11-30,OK,13,0.044912223757027345,134,27,0.14627408042362308
MONTHLY,2021-12-31,OK,13,0.09856738989933818,134,27,0.14627406988052732
MONTHLY,2022-01-31,OK,15,0.2783367566173518,134,27,0.22248099327233384
MONTHLY,2022-02-28,OK,14,0.4163767637066018,136,28,0.20871959250105832
MONTHLY,2022-03-31,OK,12,0.11436489461326797,137,28,0.2030376393134173
MONTHLY,2022-04-29,OK,16,0.15047098149534308,137,28,0.1988116121223419
MONTHLY,2022-05-31,OK,17,0.12252429135618965,137,28,0.19881161309946674
MONTHLY,2022-06-30,OK,17,0.05763973399451362,137,28,0.19890445254561126
MONTHLY,2022-07-29,OK,16,0.03660440966892999,137,28,0.1989177696666665
MONTHLY,2022-08-31,OK,13,0.00943927338950792,137,28,0.19891776701124447
MONTHLY,2022-09-30,OK,16,0.062365450095896884,137,28,0.205830270598928
MONTHLY,2022-10-31,OK,13,0.021549821755978867,137,28,0.20583038843520507
MONTHLY,2022-11-30,OK,15,0.14182579758129266,137,28,0.20583038682442317
MONTHLY,2022-12-30,OK,13,0.12438864163314245,137,28,0.20583038019439526
MONTHLY,2023-01-31,OK,12,0.10787986902083914,137,28,0.20583091487903923
MONTHLY,2023-02-28,OK,11,0.07031254847656429,137,28,0.20583090563500342
MONTHLY,2023-03-31,OK,11,0.0756591548615547,137,28,0.2058311377778596
MONTHLY,2023-04-28,OK,13,0.19628732337713428,137,28,0.1764364189277848
MONTHLY,2023-05-31,OK,12,0.18849302351128916,137,28,0.18513975390132492
MONTHLY,2023-06-30,OK,12,0.07457035111740773,137,28,0.18513974984582487
MONTHLY,2023-07-31,OK,11,0.04066322950146968,137,28,0.15814879932829884
MONTHLY,2023-08-31,OK,11,0.06125604027520757,137,28,0.15517025535148052
MONTHLY,2023-09-29,OK,13,0.16831948425824367,137,28,0.2028021904472494
MONTHLY,2023-10-31,OK,15,0.10038019615351966,137,28,0.20287190610734376
MONTHLY,2023-11-30,OK,15,0.035629812953561706,137,28,0.20287189540123046
MONTHLY,2023-12-29,OK,11,0.09691001845913816,137,28,0.20287189284971857
MONTHLY,2024-01-31,OK,11,0.0036430076397256077,138,28,0.20651490048944418
MONTHLY,2024-02-29,OK,17,0.40891535360660103,139,28,0.21517130935649112
MONTHLY,2024-03-28,OK,17,0.10444184330353126,139,28,0.2151713038976058
MONTHLY,2024-04-30,OK,20,0.038207714092202416,139,28,0.2151713744326719
MONTHLY,2024-05-31,OK,19,0.10444200388309177,140,28,0.2151713629340368
MONTHLY,2024-06-28,OK,16,0.03234458411734478,140,28,0.21517135198494586
MONTHLY,2024-07-31,OK,22,0.23944245274656933,140,28,0.20700898871411844
MONTHLY,2024-08-30,OK,16,0.3012079995071966,140,28,0.2047751726111058
MONTHLY,2024-09-30,OK,15,0.05867771965236062,140,28,0.20477518241264012
MONTHLY,2024-10-31,OK,16,0.11549089067054401,140,28,0.20477490355460817
MONTHLY,2024-11-29,OK,15,0.040418355675814095,140,28,0.17104629494136228
MONTHLY,2024-12-31,OK,13,0.04336156708235066,140,28,0.1681192926244473
MONTHLY,2025-01-31,OK,13,0.0770235824942596,141,29,0.16811927464486184
MONTHLY,2025-02-28,OK,12,0.10662126513025096,142,29,0.16811925120213897
MONTHLY,2025-03-31,OK,13,0.03337232798675279,142,29,0.1645875417255708
MONTHLY,2025-04-30,OK,11,0.07335514914189814,142,29,0.15078554706445169
MONTHLY,2025-05-30,OK,14,0.16465599161794028,142,29,0.17162507626699675
MONTHLY,2025-06-30,OK,10,0.05775526857686974,142,29,0.17591214166093486
MONTHLY,2025-07-31,OK,9,0.11592328915159339,142,29,0.14878032655440282
MONTHLY,2025-08-29,OK,10,0.1186153305101317,142,29,0.14878033077084268
MONTHLY,2025-09-30,OK,10,0.021625919808889164,142,29,0.14878032933973018
MONTHLY,2025-10-31,OK,8,0.06883007811826758,142,29,0.20239949623868145
MONTHLY,2025-11-28,OK,8,0.004355593383375239,142,29,0.2067550896220568
MONTHLY,2025-12-31,OK,17,0.12132225721350784,142,29,0.23040312049242043
MONTHLY,2026-01-30,OK,15,0.13269746900682014,142,29,0.22422373237041324
MONTHLY,2026-02-27,OK,14,0.09475939116144638,142,29,0.21035192007867395
MONTHLY,2026-03-31,OK,13,0.08836468628466322,142,29,0.22404308731821138
MONTHLY,2026-04-30,OK,18,0.22459001685510915,142,29,0.23393379328679784
MONTHLY,2026-05-29,OK,18,0.16089141716971703,142,29,0.23193376747130007
MONTHLY,2026-06-30,OK,18,0.1472953538249287,142,29,0.21187684462826512
MONTHLY,2026-07-31,OK,29,0.16275731649508732,142,29,0.2118776290950047
